"name","plataform","metascore","metascore_reviews","metascore_norm","metascore_cat","release","genre","genero_principal","exclusivo","tipo_score"
"Prey: Mooncrash","PlayStation 4",83,12,8.3,"ALTO",2018-06-11,"Action/Shooter/First-Person/Arcade","Action",0,"metascore"
"Darkest Dungeon","PlayStation 4",83,16,8.3,"ALTO",2016-09-27,"Role-Playing/General","Role-Playing",1,"metascore"
"Resident Evil HD Remaster","PlayStation 4",83,49,8.3,"ALTO",2015-01-20,"Horror/Action Adventure/Survival","Horror",0,"metascore"
"Puyo Puyo Tetris","PlayStation 4",83,16,8.3,"ALTO",2017-04-25,"Puzzle/Stacking","Puzzle",1,"metascore"
"Call of Duty: Modern Warfare Remastered","PlayStation 4",83,27,8.3,"ALTO",2016-11-04,"Arcade/Action/Shooter/First-Person/Tactical","Arcade",1,"metascore"
"ZEN Pinball 2: Portal Pinball","PlayStation 4",83,8,8.3,"ALTO",2015-05-26,"Action/Pinball","Action",1,"metascore"
"Dragon Quest Builders","PlayStation 4",83,76,8.3,"ALTO",2016-10-11,"Action Adventure/Sandbox","Action Adventure",1,"metascore"
"Transistor","PlayStation 4",83,57,8.3,"ALTO",2014-05-20,"Role-Playing/Action RPG/Action RPG","Role-Playing",1,"metascore"
"The Yakuza Remastered Collection","PlayStation 4",83,21,8.3,"ALTO",2019-08-20,"Miscellaneous/Compilation","Miscellaneous",1,"metascore"
"Yoku's Island Express","PlayStation 4",83,11,8.3,"ALTO",2018-05-29,"Action/Pinball","Action",0,"metascore"
"Yakuza 6: The Song of Life","PlayStation 4",83,91,8.3,"ALTO",2018-04-17,"Action Adventure/Open-World","Action Adventure",1,"metascore"
"Metro Redux","PlayStation 4",83,30,8.3,"ALTO",2014-08-26,"Action/Miscellaneous/Shooter/Compilation/First-Person/Sci-Fi","Action",0,"metascore"
"The Swapper","PlayStation 4",83,28,8.3,"ALTO",2014-08-05,"Action/Platformer/2D","Action",1,"metascore"
"LEGO Marvel Super Heroes","PlayStation 4",83,22,8.3,"ALTO",2013-11-15,"Action Adventure/Fantasy/General/Fantasy/Open-World","Action Adventure",1,"metascore"
"No Man's Sky Beyond","PlayStation 4",83,9,8.3,"ALTO",2019-08-14,"Action Adventure/Open-World","Action Adventure",1,"metascore"
"Call of Duty: Advanced Warfare","PlayStation 4",83,39,8.3,"ALTO",2014-11-03,"Action/Shooter/First-Person/Modern/Arcade","Action",0,"metascore"
"Sayonara Wild Hearts","PlayStation 4",83,16,8.3,"ALTO",2019-09-19,"Action/Rhythm/Music","Action",1,"metascore"
"MLB 14: The Show","PlayStation 4",83,17,8.3,"ALTO",2014-05-06,"Sports/Traditional/Team/Baseball/Sim/Sim","Sports",1,"metascore"
"Project CARS","PlayStation 4",83,37,8.3,"ALTO",2015-05-12,"Driving/Racing/Simulation/General/Automobile","Driving",0,"metascore"
"FIFA 19","PlayStation 4",83,67,8.3,"ALTO",2018-09-25,"Sports/Team/Soccer/Sim","Sports",0,"metascore"
"Mortal Kombat X","PlayStation 4",83,81,8.3,"ALTO",2015-04-14,"Action/Fighting/2D/3D","Action",0,"metascore"
"NBA 2K15","PlayStation 4",83,50,8.3,"ALTO",2014-10-07,"Sports/Traditional/Team/Basketball/Sim","Sports",0,"metascore"
"Danganronpa 1-2 Reload","PlayStation 4",83,29,8.3,"ALTO",2017-03-14,"Miscellaneous/Compilation","Miscellaneous",1,"metascore"
"Madden NFL 16","PlayStation 4",83,37,8.3,"ALTO",2015-08-25,"Sports/Team/Football/Sim","Sports",0,"metascore"
"Horizon Zero Dawn: The Frozen Wilds","PlayStation 4",83,70,8.3,"ALTO",2017-11-07,"Role-Playing/Action RPG","Role-Playing",1,"metascore"
"Detention","PlayStation 4",83,12,8.3,"ALTO",2017-10-03,"Adventure/General","Adventure",1,"metascore"
"SUPERHOT","PlayStation 4",83,14,8.3,"ALTO",2017-07-21,"Action/Shooter/First-Person/Tactical","Action",0,"metascore"
"Street Fighter: 30th Anniversary Collection","PlayStation 4",83,26,8.3,"ALTO",2018-05-29,"Miscellaneous/Compilation","Miscellaneous",0,"metascore"
"SteamWorld Heist","PlayStation 4",83,9,8.3,"ALTO",2016-06-07,"Strategy/Turn-Based/General","Strategy",1,"metascore"
"Tales From The Borderlands: Episode 3 - Catch A Ride","PlayStation 4",83,12,8.3,"ALTO",2015-06-23,"Adventure/General","Adventure",1,"metascore"
"Iconoclasts","PlayStation 4",83,23,8.3,"ALTO",2018-01-23,"Action Adventure/Open-World","Action Adventure",1,"metascore"
"Assassin's Creed Odyssey","PlayStation 4",83,86,8.3,"ALTO",2018-10-02,"Action Adventure/Open-World","Action Adventure",0,"metascore"
"ZEN Pinball 2: The Walking Dead","PlayStation 4",83,7,8.3,"ALTO",2014-08-26,"Action/Miscellaneous/Parlor/Pinball","Action",1,"metascore"
"Laser League","PlayStation 4",82,27,8.2,"ALTO",2018-05-10,"Sports/Team/Futuristic","Sports",0,"metascore"
"Watch Dogs 2","PlayStation 4",82,95,8.2,"ALTO",2016-11-15,"Action Adventure/Open-World","Action Adventure",0,"metascore"
"Hand of Fate 2","PlayStation 4",82,14,8.2,"ALTO",2017-11-07,"Miscellaneous/Board / Card Game","Miscellaneous",0,"metascore"
"FIFA 16","PlayStation 4",82,42,8.2,"ALTO",2015-09-22,"Sports/Team/Soccer/Sim","Sports",0,"metascore"
"Nuclear Throne","PlayStation 4",82,14,8.2,"ALTO",2015-12-05,"General/Action/General/Shooter/Shoot-'Em-Up/Top-Down","General",1,"metascore"
"Wreckfest","PlayStation 4",82,23,8.2,"ALTO",2019-08-27,"Racing/General/Arcade/Automobile","Racing",0,"metascore"
"Outer Wilds","PlayStation 4",82,8,8.2,"ALTO",2019-10-15,"Action Adventure/Open-World","Action Adventure",0,"metascore"
"Project CARS 2","PlayStation 4",82,44,8.2,"ALTO",2017-09-22,"Racing/Simulation/Automobile","Racing",0,"metascore"
"The Pinball Arcade","PlayStation 4",82,16,8.2,"ALTO",2013-12-17,"Action/Miscellaneous/Parlor/Pinball/Pinball","Action",1,"metascore"
"Borderlands: The Handsome Collection","PlayStation 4",82,49,8.2,"ALTO",2015-03-24,"Miscellaneous/Compilation","Miscellaneous",0,"metascore"
"Tom Clancy's The Division 2","PlayStation 4",82,56,8.2,"ALTO",2019-03-12,"First-Person/Action/Shooter/Third-Person/Tactical","First-Person",0,"metascore"
"Madden NFL 18","PlayStation 4",82,40,8.2,"ALTO",2017-08-22,"Sports/Team/Football/Sim","Sports",0,"metascore"
"Madden NFL 17","PlayStation 4",82,35,8.2,"ALTO",2016-08-23,"Sports/Team/Football/Sim","Sports",0,"metascore"
"F1 2016","PlayStation 4",82,49,8.2,"ALTO",2016-08-19,"Racing/Simulation/Automobile","Racing",0,"metascore"
"Destiny 2: Forsaken","PlayStation 4",82,41,8.2,"ALTO",2018-09-04,"Action/Shooter/First-Person/Arcade","Action",0,"metascore"
"Yooka-Laylee and the Impossible Lair","PlayStation 4",82,36,8.2,"ALTO",2019-10-08,"Action/Platformer/2D","Action",0,"metascore"
"N++","PlayStation 4",82,47,8.2,"ALTO",2015-07-28,"Platformer/2D/Action/Platformer/2D","Platformer",0,"metascore"
"Pro Evolution Soccer 2015","PlayStation 4",82,56,8.2,"ALTO",2014-11-11,"Action/General/Sports/Traditional/Team/Soccer/Sim","Action",0,"metascore"
"Dark Souls III: The Ringed City","PlayStation 4",82,28,8.2,"ALTO",2017-03-28,"Role-Playing/Action RPG","Role-Playing",1,"metascore"
"I Expect You To Die","PlayStation 4",82,17,8.2,"ALTO",2016-12-13,"Adventure/3D/First-Person","Adventure",1,"metascore"
"Sairento VR","PlayStation 4",82,17,8.2,"ALTO",2019-07-10,"Action/Shooter/Light Gun","Action",1,"metascore"
"Galak-Z: The Dimensional","PlayStation 4",82,42,8.2,"ALTO",2015-08-04,"General/Shooter/Scrolling/Scrolling/Action/Shooter/Shoot-'Em-Up/Vertical","General",1,"metascore"
"Sportsfriends","PlayStation 4",82,21,8.2,"ALTO",2014-05-06,"Sports/Miscellaneous/General/Party/Party / Minigame","Sports",1,"metascore"
"Hitman 2","PlayStation 4",82,70,8.2,"ALTO",2018-11-09,"Action Adventure/General","Action Adventure",0,"metascore"
"Death Stranding","PlayStation 4",82,111,8.2,"ALTO",2019-11-08,"Action/General","Action",1,"metascore"
"Skullgirls: 2nd Encore","PlayStation 4",82,18,8.2,"ALTO",2015-07-07,"Action/Fighting/2D","Action",1,"metascore"
"Invisible Inc. Console Edition","PlayStation 4",82,14,8.2,"ALTO",2016-04-19,"General/Strategy/Turn-Based/Tactics","General",1,"metascore"
"Resident Evil 4","PlayStation 4",82,20,8.2,"ALTO",2016-08-30,"Action Adventure/Survival","Action Adventure",0,"metascore"
"Mortal Kombat 11","PlayStation 4",82,85,8.2,"ALTO",2019-04-23,"Action/Fighting/2D","Action",0,"metascore"
"Spyro Reignited Trilogy","PlayStation 4",82,80,8.2,"ALTO",2018-11-13,"Miscellaneous/Compilation","Miscellaneous",0,"metascore"
"Control","PlayStation 4",82,63,8.2,"ALTO",2019-08-27,"Action Adventure/General","Action Adventure",0,"metascore"
"eFootball PES 2020","PlayStation 4",82,54,8.2,"ALTO",2019-09-10,"Sports/Team/Soccer/Sim","Sports",0,"metascore"
"Dishonored: Death of the Outsider","PlayStation 4",82,47,8.2,"ALTO",2017-09-15,"Action Adventure/General","Action Adventure",0,"metascore"
"Lovers in a Dangerous Spacetime","PlayStation 4",82,8,8.2,"ALTO",2016-02-09,"Action/Shooter/Shoot-'Em-Up/Horizontal","Action",0,"metascore"
"GRIS","PlayStation 4",82,7,8.2,"ALTO",2019-11-26,"Action/Platformer/2D","Action",1,"metascore"
"Enter the Gungeon","PlayStation 4",82,33,8.2,"ALTO",2016-04-05,"Action/General/Shooter/Shoot-'Em-Up/Top-Down","Action",1,"metascore"
"Child of Light","PlayStation 4",82,46,8.2,"ALTO",2014-04-29,"Action/General/General/Role-Playing/General","Action",0,"metascore"
"The Last Guardian","PlayStation 4",82,110,8.2,"ALTO",2016-12-06,"Fantasy/Fantasy/Action Adventure/Linear","Fantasy",1,"metascore"
"Sprint Vector","PlayStation 4",82,9,8.2,"ALTO",2018-02-13,"Racing/Arcade/Other","Racing",1,"metascore"
"The Legend of Heroes: Trails of Cold Steel III","PlayStation 4",82,30,8.2,"ALTO",2019-10-22,"Role-Playing/Japanese-Style","Role-Playing",1,"metascore"
"The Walking Dead: The Telltale Definitive Series","PlayStation 4",82,10,8.2,"ALTO",2019-09-10,"Miscellaneous/Compilation","Miscellaneous",0,"metascore"
"MLB The Show 18","PlayStation 4",82,35,8.2,"ALTO",2018-03-27,"Sports/Team/Baseball/Sim","Sports",1,"metascore"
"The Messenger","PlayStation 4",82,9,8.2,"ALTO",2019-03-19,"Action/Platformer/2D","Action",1,"metascore"
"NBA 2K19","PlayStation 4",82,49,8.2,"ALTO",2018-09-07,"Sports/Team/Basketball/Arcade/Sim","Sports",0,"metascore"
"SteamWorld Dig","PlayStation 4",82,18,8.2,"ALTO",2014-03-18,"Action/Action Adventure/General/Platformer/2D","Action",0,"metascore"
"Tekken 7","PlayStation 4",82,78,8.2,"ALTO",2017-06-02,"Action/Fighting/3D","Action",0,"metascore"
"Mega Man 11","PlayStation 4",82,52,8.2,"ALTO",2018-10-02,"Action/Platformer/2D","Action",0,"metascore"
"Life is Strange 2: Episode 5 - Wolves","PlayStation 4",82,13,8.2,"ALTO",2019-12-03,"Action Adventure/General","Action Adventure",1,"metascore"
"FIFA 15","PlayStation 4",82,47,8.2,"ALTO",2014-09-23,"Sports/Traditional/Team/Soccer/Sim","Sports",0,"metascore"
"PixelJunk Shooter Ultimate","PlayStation 4",82,8,8.2,"ALTO",2014-06-03,"Action/Shooter/Scrolling/Shoot-'Em-Up/Vertical","Action",1,"metascore"
"ZEN Pinball 2","PlayStation 4",82,12,8.2,"ALTO",2013-12-24,"Action/Miscellaneous/Parlor/Pinball","Action",1,"metascore"
"Burnout Paradise Remastered","PlayStation 4",82,39,8.2,"ALTO",2018-03-16,"Racing/Arcade/Automobile","Racing",0,"metascore"
"A Plague Tale: Innocence","PlayStation 4",81,61,8.1,"ALTO",2019-05-14,"Action Adventure/General/Linear","Action Adventure",0,"metascore"
"The Elder Scrolls V: Skyrim Special Edition","PlayStation 4",81,40,8.1,"ALTO",2016-10-28,"Role-Playing/Western-Style","Role-Playing",0,"metascore"
"Metrico+","PlayStation 4",81,7,8.1,"ALTO",2016-08-23,"Puzzle/Action","Puzzle",1,"metascore"
"Madden NFL 15","PlayStation 4",81,37,8.1,"ALTO",2014-08-26,"Sports/Traditional/Team/Football/Sim","Sports",0,"metascore"
"Slime-san: Superslime Edition","PlayStation 4",81,11,8.1,"ALTO",2018-06-26,"Action Adventure/Linear","Action Adventure",1,"metascore"
"Hellblade: Senua's Sacrifice","PlayStation 4",81,68,8.1,"ALTO",2017-08-08,"Fantasy/Action Adventure/General","Fantasy",0,"metascore"
"Plants vs Zombies: Garden Warfare 2","PlayStation 4",81,29,8.1,"ALTO",2016-02-23,"General/Action/Shooter/Third-Person/Tactical","General",0,"metascore"
"Danganronpa V3: Killing Harmony","PlayStation 4",81,44,8.1,"ALTO",2017-09-26,"Action/General/Adventure/Visual Novel","Action",1,"metascore"
"Hitman - Episode 6: Hokkaido","PlayStation 4",81,21,8.1,"ALTO",2016-10-31,"Action Adventure/General","Action Adventure",1,"metascore"
"Tearaway Unfolded","PlayStation 4",81,70,8.1,"ALTO",2015-09-08,"Action Adventure/Adventure/General/Fantasy","Action Adventure",1,"metascore"
"Trackmania Turbo","PlayStation 4",81,52,8.1,"ALTO",2016-03-22,"Racing/Arcade/Automobile","Racing",0,"metascore"
"Deus Ex: Mankind Divided - A Criminal Past","PlayStation 4",81,7,8.1,"ALTO",2017-02-23,"Action Adventure/General","Action Adventure",1,"metascore"
"Life is Strange: Episode 3 - Chaos Theory","PlayStation 4",81,33,8.1,"ALTO",2015-05-19,"Action Adventure/General","Action Adventure",0,"metascore"
"Cities: Skylines - PlayStation 4 Edition","PlayStation 4",81,15,8.1,"ALTO",2017-08-15,"Strategy/Management/Government","Strategy",1,"metascore"
"Overcooked! 2","PlayStation 4",81,37,8.1,"ALTO",2018-08-07,"Action/Arcade","Action",0,"metascore"
"Skylanders SuperChargers","PlayStation 4",81,51,8.1,"ALTO",2015-09-20,"Action/Platformer/3D","Action",0,"metascore"
"Life is Strange: Episode 5 - Polarized","PlayStation 4",81,30,8.1,"ALTO",2015-10-20,"Action Adventure/General","Action Adventure",0,"metascore"
"Helldivers","PlayStation 4",81,56,8.1,"ALTO",2015-03-03,"Shooter/Sci-Fi/Sci-Fi/Action/Shooter/Third-Person/Shoot-'Em-Up/Arcade/Top-Down","Shooter",1,"metascore"
"Brothers: A Tale of Two Sons","PlayStation 4",81,10,8.1,"ALTO",2015-08-11,"Action Adventure/Linear","Action Adventure",1,"metascore"
"Broken Age","PlayStation 4",81,21,8.1,"ALTO",2015-04-28,"Third-Person/3D/Adventure/Point-and-Click","Third-Person",1,"metascore"
"Life is Strange: Episode 4 - Dark Room","PlayStation 4",81,33,8.1,"ALTO",2015-07-28,"Action Adventure/General","Action Adventure",0,"metascore"
"Samurai Shodown","PlayStation 4",81,53,8.1,"ALTO",2019-06-25,"Action/Fighting/2D","Action",0,"metascore"
"Children of Zodiarcs","PlayStation 4",81,8,8.1,"ALTO",2017-07-18,"Role-Playing/Japanese-Style","Role-Playing",1,"metascore"
"Shantae: Half-Genie Hero","PlayStation 4",81,28,8.1,"ALTO",2016-12-20,"Action/Platformer/Platformer/2D/2D","Action",1,"metascore"
"Life is Strange 2: Episode 1 - Roads","PlayStation 4",81,38,8.1,"ALTO",2018-09-27,"Action Adventure/General","Action Adventure",0,"metascore"
"Catherine: Full Body","PlayStation 4",81,60,8.1,"ALTO",2019-09-03,"Action Adventure/Survival","Action Adventure",1,"metascore"
"Timespinner","PlayStation 4",81,8,8.1,"ALTO",2018-09-25,"Action/Platformer/2D","Action",1,"metascore"
"Final Fantasy XV","PlayStation 4",81,109,8.1,"ALTO",2016-11-29,"Action RPG/Role-Playing/Action RPG","Action RPG",0,"metascore"
"Assassin's Creed Origins","PlayStation 4",81,63,8.1,"ALTO",2017-10-27,"Action Adventure/Open-World","Action Adventure",0,"metascore"
"Minit","PlayStation 4",81,27,8.1,"ALTO",2018-04-03,"Adventure/General","Adventure",0,"metascore"
"Tales From The Borderlands: Episode 2 - Atlas Mugged","PlayStation 4",81,11,8.1,"ALTO",2015-03-17,"Adventure/General","Adventure",1,"metascore"
"Star Wars Pinball: The Force Awakens","PlayStation 4",81,9,8.1,"ALTO",2016-01-12,"Action/Pinball","Action",1,"metascore"
"Moonlighter","PlayStation 4",81,28,8.1,"ALTO",2018-05-29,"Role-Playing/Action RPG","Role-Playing",0,"metascore"
"Far Cry 5","PlayStation 4",81,83,8.1,"ALTO",2018-03-27,"Action/Shooter/First-Person/Arcade","Action",0,"metascore"
"The Vanishing of Ethan Carter","PlayStation 4",81,33,8.1,"ALTO",2015-07-14,"Miscellaneous/General/Adventure/3D/First-Person","Miscellaneous",0,"metascore"
"Sine Mora EX","PlayStation 4",81,18,8.1,"ALTO",2017-08-08,"Action/Shooter/Shoot-'Em-Up/Horizontal","Action",0,"metascore"
"Tales of Vesperia: Definitive Edition","PlayStation 4",81,34,8.1,"ALTO",2019-01-11,"Role-Playing/Action RPG","Role-Playing",0,"metascore"
"Baldur's Gate and Baldur's Gate II: Enhanced Editions","PlayStation 4",81,7,8.1,"ALTO",2019-10-15,"Miscellaneous/Compilation","Miscellaneous",1,"metascore"
"Steins;Gate 0","PlayStation 4",81,20,8.1,"ALTO",2016-11-29,"Adventure/Visual Novel","Adventure",1,"metascore"
"Redout","PlayStation 4",81,11,8.1,"ALTO",2017-08-29,"Racing/Arcade/Futuristic","Racing",0,"metascore"
"Call of Duty: Black Ops III","PlayStation 4",81,87,8.1,"ALTO",2015-11-06,"Action/Shooter/First-Person/Arcade","Action",0,"metascore"
"L.A. Noire: The VR Case Files","PlayStation 4",81,7,8.1,"ALTO",2019-09-24,"Adventure/3D/First-Person","Adventure",1,"metascore"
"God of War III Remastered","PlayStation 4",81,67,8.1,"ALTO",2015-07-14,"Action Adventure/Linear","Action Adventure",1,"metascore"
"Darksiders: Warmastered Edition","PlayStation 4",81,12,8.1,"ALTO",2016-11-22,"Action Adventure/Open-World","Action Adventure",0,"metascore"
"Final Fantasy VIII Remastered","PlayStation 4",80,34,8,"ALTO",2019-09-03,"Role-Playing/Japanese-Style","Role-Playing",1,"metascore"
"Disgaea 5: Alliance of Vengeance","PlayStation 4",80,43,8,"ALTO",2015-10-06,"Fantasy/Strategy/Turn-Based/Tactics","Fantasy",1,"metascore"
"Watch Dogs","PlayStation 4",80,80,8,"ALTO",2014-05-27,"Modern/Action Adventure/General/Modern/Open-World","Modern",0,"metascore"
"Five Nights at Freddy's VR: Help Wanted","PlayStation 4",80,10,8,"ALTO",2019-05-28,"Action Adventure/Survival","Action Adventure",1,"metascore"
"NBA 2K18","PlayStation 4",80,54,8,"ALTO",2017-09-15,"Arcade/Sports/Team/Basketball/Sim","Arcade",0,"metascore"
"Subnautica","PlayStation 4",80,18,8,"ALTO",2018-12-04,"Adventure/General","Adventure",0,"metascore"
"Disney Infinity 3.0 Edition","PlayStation 4",80,53,8,"ALTO",2015-08-30,"Action Adventure/General","Action Adventure",0,"metascore"
"BlazBlue: Chrono Phantasma Extend","PlayStation 4",80,10,8,"ALTO",2015-06-30,"Action/Fighting/2D","Action",1,"metascore"
"Pix the Cat","PlayStation 4",80,12,8,"ALTO",2014-10-07,"Action/General/Arcade","Action",1,"metascore"
"Yakuza Kiwami","PlayStation 4",80,70,8,"ALTO",2017-08-29,"Action Adventure/Open-World","Action Adventure",1,"metascore"
"Blood & Truth","PlayStation 4",80,70,8,"ALTO",2019-05-28,"Action/Shooter/Light Gun","Action",1,"metascore"
"Torchlight II","PlayStation 4",80,7,8,"ALTO",2019-09-03,"Role-Playing/Action RPG","Role-Playing",0,"metascore"
"Dariusburst: Chronicle Saviours","PlayStation 4",80,15,8,"ALTO",2015-12-02,"Action/Shooter/Shoot-'Em-Up/Horizontal","Action",1,"metascore"
"Injustice: Gods Among Us - Ultimate Edition","PlayStation 4",80,22,8,"ALTO",2013-11-12,"Action/Fighting/Fighting/2D/2D","Action",1,"metascore"
"Call of Duty: Modern Warfare","PlayStation 4",80,78,8,"ALTO",2019-10-25,"Action/Shooter/First-Person/Arcade","Action",0,"metascore"
"Ghost Giant","PlayStation 4",80,32,8,"ALTO",2019-04-16,"Adventure/General","Adventure",1,"metascore"
"Life is Strange: Before the Storm - Farewell","PlayStation 4",80,12,8,"ALTO",2018-03-05,"Action Adventure/General","Action Adventure",1,"metascore"
"Mega Man X Legacy Collection 1 + 2","PlayStation 4",80,20,8,"ALTO",2018-07-24,"Miscellaneous/Compilation","Miscellaneous",1,"metascore"
"LEGO Dimensions","PlayStation 4",80,53,8,"ALTO",2015-09-27,"Action Adventure/General","Action Adventure",0,"metascore"
"Thronebreaker: The Witcher Tales","PlayStation 4",80,8,8,"ALTO",2018-12-04,"Role-Playing/Action RPG/Strategy/Turn-Based/Card Battle","Role-Playing",0,"metascore"
"Phoenix Wright: Ace Attorney Trilogy","PlayStation 4",80,24,8,"ALTO",2019-04-09,"Miscellaneous/Compilation","Miscellaneous",0,"metascore"
"Valfaris","PlayStation 4",80,9,8,"ALTO",2019-11-05,"Action/Platformer/2D","Action",0,"metascore"
"The Walking Dead: The Telltale Series - A New Frontier Episode 1: Ties That Bind Part One","PlayStation 4",80,10,8,"ALTO",2016-12-20,"Action/General/Adventure/Point-and-Click","Action",0,"metascore"
"Prison Architect","PlayStation 4",80,18,8,"ALTO",2016-06-28,"Strategy/General/Management/Business / Tycoon","Strategy",0,"metascore"
"Metro Exodus","PlayStation 4",80,41,8,"ALTO",2019-02-15,"Action/Shooter/First-Person/Arcade","Action",0,"metascore"
"Dishonored: Definitive Edition","PlayStation 4",80,32,8,"ALTO",2015-08-25,"Action Adventure/General","Action Adventure",0,"metascore"
"Ace Combat 7: Skies Unknown","PlayStation 4",80,69,8,"ALTO",2019-01-18,"Simulation/Flight/Combat","Simulation",0,"metascore"
"MLB 15: The Show","PlayStation 4",80,44,8,"ALTO",2015-03-31,"Traditional/Sports/Team/Baseball/Sim","Traditional",1,"metascore"
"RiME","PlayStation 4",80,63,8,"ALTO",2017-05-26,"General/Action/Adventure/General/3D/Third-Person","General",0,"metascore"
"Trine 4: The Nightmare Prince","PlayStation 4",80,39,8,"ALTO",2019-10-08,"Action/Platformer/2D","Action",0,"metascore"
"Crash Bandicoot N. Sane Trilogy","PlayStation 4",80,85,8,"ALTO",2017-06-30,"Miscellaneous/Compilation","Miscellaneous",0,"metascore"
"Dauntless","PlayStation 4",80,13,8,"ALTO",2019-05-21,"Role-Playing/Action RPG","Role-Playing",0,"metascore"
"Octahedron","PlayStation 4",80,7,8,"ALTO",2018-03-20,"Action/Platformer/2D","Action",1,"metascore"
