"name","plataform","userscore","userscore_reviews","userscore_cat","release","genre","genero_principal","exclusivo","tipo_score"
"Life is Strange: Episode 4 - Dark Room","Xbox One",8.4,107,"ALTO",2015-07-28,"Action Adventure/General","Action Adventure",0,"userscore"
"Snake Pass","Xbox One",6.1,18,"MEDIO",2017-03-29,"Action Adventure/Puzzle/Action/General","Action Adventure",0,"userscore"
"Super Cloudbuilt","Xbox One",7.1,9,"MEDIO",2017-07-28,"Action Adventure/General","Action Adventure",0,"userscore"
"Resident Evil: Revelations 2 - Episode 4: Metamorphosis","Xbox One",7.4,19,"MEDIO",2015-03-18,"Action Adventure/Survival","Action Adventure",0,"userscore"
"Shadow Complex Remastered","Xbox One",5.8,13,"MEDIO",2016-03-16,"Action/Shooter/Third-Person/Arcade","Action",1,"userscore"
"LEGO Marvel Super Heroes 2","Xbox One",7.3,23,"MEDIO",2017-11-14,"Action/Platformer/3D","Action",0,"userscore"
"Tachyon Project","Xbox One",6.9,8,"MEDIO",2015-07-15,"Action/Shooter/Shoot-'Em-Up/Top-Down","Action",0,"userscore"
"Attack on Titan 2","Xbox One",6.5,15,"MEDIO",2018-03-20,"Action/General","Action",0,"userscore"
"Roundabout","Xbox One",5.6,8,"MEDIO",2015-02-20,"Driving/Racing/Arcade/Mission-based/Automobile","Driving",1,"userscore"
"Anarcute","Xbox One",7.3,4,"MEDIO",2016-07-12,"Action/General","Action",1,"userscore"
"Shadow Warrior","Xbox One",7.5,64,"ALTO",2014-10-21,"Action/Shooter/Shooter/First-Person/Fantasy/Fantasy/Arcade","Action",0,"userscore"
"Attack on Titan 2: Final Battle","Xbox One",4.8,6,"BAIXO",2019-07-05,"Action/General","Action",0,"userscore"
"Blues and Bullets - Episode 2: Shaking The Hive","Xbox One",4.5,12,"BAIXO",2016-04-08,"Action Adventure/General","Action Adventure",1,"userscore"
"Dying Light","Xbox One",7.8,451,"ALTO",2015-01-27,"Horror/Action Adventure/Horror/Survival","Horror",0,"userscore"
"The Flame in the Flood","Xbox One",5.3,19,"MEDIO",2016-02-24,"Action Adventure/General/Survival","Action Adventure",1,"userscore"
"LEGO The Incredibles","Xbox One",7.1,12,"MEDIO",2018-06-15,"Action Adventure/General/Open-World","Action Adventure",0,"userscore"
"LEGO Batman 3: Beyond Gotham","Xbox One",7,47,"MEDIO",2014-11-11,"Action Adventure/General/Modern","Action Adventure",0,"userscore"
"NASCAR Heat 4","Xbox One",5.8,5,"MEDIO",2019-09-10,"Racing/Simulation/Automobile","Racing",0,"userscore"
"Bomber Crew","Xbox One",5.8,5,"MEDIO",2018-07-10,"Simulation/Flight/Combat","Simulation",1,"userscore"
"Fallout 4: Automatron","Xbox One",6,60,"MEDIO",2016-03-22,"Role-Playing/Western-Style","Role-Playing",0,"userscore"
"Mega Coin Squad","Xbox One",6.4,7,"MEDIO",2015-05-20,"Action/Platformer/2D","Action",1,"userscore"
"Destiny 2: Shadowkeep","Xbox One",6.9,41,"MEDIO",2019-10-01,"Action/Shooter/First-Person/Arcade","Action",0,"userscore"
"Just Dance 2017","Xbox One",6.6,11,"MEDIO",2016-10-25,"Action/Rhythm/Dancing","Action",0,"userscore"
"Jotun: Valhalla Edition","Xbox One",5.7,6,"MEDIO",2016-09-09,"Action/General","Action",0,"userscore"
"Project Spark","Xbox One",6.9,158,"MEDIO",2014-03-04,"General/Action/Action Adventure/General/Sandbox","General",1,"userscore"
"Life is Strange: Episode 2 - Out of Time","Xbox One",8.1,71,"ALTO",2015-03-25,"Action Adventure/General","Action Adventure",0,"userscore"
"Titanfall: Expedition","Xbox One",4.7,119,"BAIXO",2014-05-15,"Action/Shooter/First-Person/Sci-Fi/Arcade","Action",1,"userscore"
"Vasara Collection","Xbox One",7.2,10,"MEDIO",2019-08-14,"Miscellaneous/Compilation","Miscellaneous",1,"userscore"
"Sega Genesis Classics","Xbox One",7.5,12,"ALTO",2018-05-29,"Miscellaneous/Compilation","Miscellaneous",0,"userscore"
"LEGO Harry Potter Collection","Xbox One",8,5,"ALTO",2018-10-30,"Miscellaneous/Compilation","Miscellaneous",0,"userscore"
"Chariot","Xbox One",7.5,61,"ALTO",2014-10-01,"Action/Platformer/2D","Action",0,"userscore"
"Life is Strange 2: Episode 3 - Wastelands","Xbox One",6,26,"MEDIO",2019-05-09,"Action Adventure/General","Action Adventure",0,"userscore"
"State of Mind","Xbox One",7.3,14,"MEDIO",2018-08-15,"Action Adventure/Adventure/General/3D/Third-Person","Action Adventure",0,"userscore"
"Stela","Xbox One",6.6,11,"MEDIO",2019-10-17,"Action/Platformer/2D","Action",1,"userscore"
"Batman: The Telltale Series - Episode 3: New World Order","Xbox One",7.3,12,"MEDIO",2016-10-25,"Adventure/Point-and-Click","Adventure",0,"userscore"
"Saints Row IV: Re-Elected","Xbox One",6.9,49,"MEDIO",2015-01-20,"Action Adventure/Modern/Open-World","Action Adventure",0,"userscore"
"Mulaka","Xbox One",6.2,10,"MEDIO",2018-03-02,"Action Adventure/General","Action Adventure",0,"userscore"
"Human: Fall Flat","Xbox One",6.6,25,"MEDIO",2017-05-12,"Action Adventure/General","Action Adventure",0,"userscore"
"Resident Evil: Revelations 2 - Episode 3: Judgment","Xbox One",7.3,26,"MEDIO",2015-03-11,"Action Adventure/Survival","Action Adventure",0,"userscore"
"Sparklite","Xbox One",7,5,"MEDIO",2019-11-15,"Action Adventure/General","Action Adventure",0,"userscore"
"Team Sonic Racing","Xbox One",7.3,67,"MEDIO",2019-05-21,"Racing/Arcade/Automobile","Racing",0,"userscore"
"Sniper Elite V2 Remastered","Xbox One",5.9,13,"MEDIO",2019-05-14,"Action/Shooter/Third-Person/Tactical","Action",0,"userscore"
"Dragon Ball: Xenoverse 2","Xbox One",7,55,"MEDIO",2016-10-25,"Action/Fighting/3D","Action",0,"userscore"
"Warhammer: Chaosbane","Xbox One",5.6,18,"MEDIO",2019-05-31,"Role-Playing/Action RPG","Role-Playing",0,"userscore"
"Destiny: Rise of Iron","Xbox One",3.5,78,"BAIXO",2016-09-20,"Action/Shooter/First-Person/Arcade","Action",0,"userscore"
"The Sojourn","Xbox One",6.7,15,"MEDIO",2019-09-20,"Adventure/3D/First-Person","Adventure",0,"userscore"
"Resident Evil: Revelations 2 - Episode 1: Penal Colony","Xbox One",7.2,116,"MEDIO",2015-02-25,"Action Adventure/Survival","Action Adventure",0,"userscore"
"They Are Billions","Xbox One",5.9,7,"MEDIO",2019-07-01,"Strategy/Real-Time/Defense","Strategy",0,"userscore"
"Get Even","Xbox One",7.5,37,"ALTO",2017-06-23,"Modern/Action/Shooter/First-Person/Arcade","Modern",0,"userscore"
"Pure Farming 2018","Xbox One",7,5,"MEDIO",2018-03-13,"Simulation/Virtual/Career","Simulation",0,"userscore"
"Marvel's Guardians of the Galaxy - Episode 4: Who Needs You","Xbox One",6.5,6,"MEDIO",2017-10-10,"Action/Adventure/General/3D/Third-Person","Action",0,"userscore"
"Killer Instinct","Xbox One",6.4,645,"MEDIO",2013-11-22,"Action/Fighting/Fighting/3D/2D/3D","Action",1,"userscore"
"Warriors Orochi 3 Ultimate","Xbox One",7,22,"MEDIO",2014-09-02,"Action/Beat-'Em-Up/3D","Action",0,"userscore"
"Yooka-Laylee","Xbox One",5.6,125,"MEDIO",2017-04-11,"Action/Platformer/3D","Action",0,"userscore"
"Madden NFL 25","Xbox One",5.8,113,"MEDIO",2013-11-19,"Sports/Traditional/Team/Football/Arcade/Arcade/Sim","Sports",0,"userscore"
"Disney Infinity 2.0 Edition","Xbox One",4.9,19,"BAIXO",2014-09-23,"Action Adventure/General/Fantasy","Action Adventure",0,"userscore"
"My Time At Portia","Xbox One",6.6,13,"MEDIO",2019-04-16,"Simulation/Virtual/Virtual Life","Simulation",0,"userscore"
"World War Z","Xbox One",5.6,156,"MEDIO",2019-04-16,"Action/Shooter/First-Person/Tactical","Action",0,"userscore"
"Agents of Mayhem","Xbox One",6.3,55,"MEDIO",2017-08-15,"Action Adventure/Open-World","Action Adventure",0,"userscore"
"Red Faction: Guerrilla Re-Mars-tered","Xbox One",4.2,13,"BAIXO",2018-07-03,"Action/Shooter/Third-Person/Arcade","Action",0,"userscore"
"Rise of the Tomb Raider: Baba Yaga - The Temple of the Witch","Xbox One",7.6,48,"ALTO",2016-01-26,"Action Adventure/General/Linear","Action Adventure",1,"userscore"
"Mad Max","Xbox One",7.6,311,"ALTO",2015-09-01,"Action/Action Adventure/General/General/Open-World","Action",0,"userscore"
"Game of Thrones: Episode Five - A Nest of Vipers","Xbox One",6.9,16,"MEDIO",2015-07-22,"Action/Adventure/General/Point-and-Click","Action",0,"userscore"
"Dead Rising 4","Xbox One",4.8,371,"BAIXO",2016-12-06,"Action Adventure/Open-World","Action Adventure",1,"userscore"
"Call of Duty: Advanced Warfare - Havoc","Xbox One",6.4,20,"MEDIO",2015-01-27,"Action/Shooter/First-Person/Modern/Arcade","Action",1,"userscore"
"RAGE 2","Xbox One",6,195,"MEDIO",2019-05-14,"Action/Shooter/First-Person/Arcade","Action",0,"userscore"
"Leo's Fortune","Xbox One",6.4,8,"MEDIO",2015-09-11,"Action/Platformer/2D","Action",1,"userscore"
"LEGO DC Super-Villains","Xbox One",7.9,20,"ALTO",2018-10-16,"Action Adventure/General","Action Adventure",0,"userscore"
"Shenmue I & II","Xbox One",7.8,70,"ALTO",2018-08-21,"Miscellaneous/Compilation","Miscellaneous",0,"userscore"
"MXGP Pro","Xbox One",6.9,8,"MEDIO",2018-07-10,"Racing/Arcade/Automobile","Racing",1,"userscore"
"Lara Croft and the Temple of Osiris","Xbox One",6,55,"MEDIO",2014-12-09,"Action/Action Adventure/Platformer/Linear/2D","Action",0,"userscore"
"Spintires: Mudrunner","Xbox One",7,19,"MEDIO",2017-10-31,"Simulation/Vehicle/Civilian","Simulation",0,"userscore"
"NBA Live 18","Xbox One",5.2,48,"MEDIO",2017-09-15,"Sports/Team/Basketball/Sim","Sports",0,"userscore"
"Sea of Solitude","Xbox One",6.6,27,"MEDIO",2019-07-05,"Action Adventure/Adventure/3D/Linear/Third-Person","Action Adventure",0,"userscore"
"Zombi","Xbox One",6.3,60,"MEDIO",2015-08-18,"Action/Action Adventure/Shooter/Survival/First-Person/Arcade","Action",0,"userscore"
"Massive Chalice","Xbox One",6.8,49,"MEDIO",2015-06-01,"Strategy/Turn-Based/General/Fantasy/Tactics","Strategy",1,"userscore"
"Mirror's Edge Catalyst","Xbox One",5.7,247,"MEDIO",2016-06-07,"Action/Shooter/First-Person/Modern/Modern/Modern/Action Adventure/General","Action",0,"userscore"
"Ancestors: The Humankind Odyssey","Xbox One",5.2,19,"MEDIO",2019-12-06,"Action Adventure/General/Survival","Action Adventure",0,"userscore"
"State of Decay: Year One Survival Edition","Xbox One",6.9,183,"MEDIO",2015-04-28,"Horror/Action Adventure/Survival","Horror",1,"userscore"
"WWE 2K16","Xbox One",5.3,91,"MEDIO",2015-10-27,"Action/Sports/General/Individual/Combat/Wrestling","Action",0,"userscore"
"Max: The Curse of Brotherhood","Xbox One",7.4,298,"MEDIO",2013-12-20,"Fantasy/Action Adventure/General/Fantasy","Fantasy",0,"userscore"
"Late Shift","Xbox One",7,36,"MEDIO",2017-04-18,"Adventure/General","Adventure",0,"userscore"
"Disney Classic Games: Aladdin and the Lion King","Xbox One",4.2,6,"BAIXO",2019-10-29,"Miscellaneous/Compilation","Miscellaneous",0,"userscore"
"Sword Art Online: Fatal Bullet","Xbox One",7.4,36,"MEDIO",2018-02-23,"Action/Shooter/Third-Person/Arcade","Action",0,"userscore"
"BUTCHER","Xbox One",6.5,6,"MEDIO",2017-05-10,"Action/Platformer/2D","Action",0,"userscore"
"Assassin's Creed Unity","Xbox One",4.5,1140,"BAIXO",2014-11-11,"Action Adventure/Historic/Open-World","Action Adventure",0,"userscore"
"Final Fantasy Type-0 HD","Xbox One",8.2,225,"ALTO",2015-03-17,"Role-Playing/Action RPG","Role-Playing",0,"userscore"
"Styx: Shards of Darkness","Xbox One",7.4,27,"MEDIO",2017-03-14,"Action Adventure/General","Action Adventure",0,"userscore"
"Stranger Things 3: The Game","Xbox One",4.9,7,"BAIXO",2019-07-04,"Action Adventure/General","Action Adventure",0,"userscore"
"Anima: Gate of Memories","Xbox One",7.5,28,"ALTO",2016-06-03,"Role-Playing/Action RPG","Role-Playing",0,"userscore"
"Steep","Xbox One",6.5,66,"MEDIO",2016-12-02,"Sports/Individual/Ski / Snowboard","Sports",0,"userscore"
"Ghost Blade HD","Xbox One",6.4,7,"MEDIO",2017-02-28,"Action/Shooter/Shoot-'Em-Up/Vertical","Action",0,"userscore"
"Planet Alpha","Xbox One",6.9,7,"MEDIO",2018-09-04,"Action/Platformer/2D","Action",0,"userscore"
"Neon Chrome","Xbox One",7,9,"MEDIO",2016-05-31,"Action/Shooter/Shoot-'Em-Up/Top-Down","Action",0,"userscore"
"The Walking Dead: The Telltale Series - The Final Season Episode 1: Done Running","Xbox One",7.6,20,"ALTO",2018-08-14,"Adventure/Point-and-Click","Adventure",0,"userscore"
"Battlefield Hardline","Xbox One",5.2,326,"MEDIO",2015-03-17,"Modern/Action/Shooter/First-Person/Tactical/Arcade","Modern",0,"userscore"
"Toy Odyssey: The Lost and Found","Xbox One",7,4,"MEDIO",2016-09-21,"Action/Platformer/2D","Action",1,"userscore"
"Sherlock Holmes: Crimes & Punishments","Xbox One",6.8,78,"MEDIO",2014-09-30,"Adventure/General","Adventure",0,"userscore"
"Minecraft: Story Mode Season Two - Episode 1: Hero in Residence","Xbox One",3.9,15,"BAIXO",2017-07-11,"Adventure/Point-and-Click","Adventure",0,"userscore"
"Minecraft: Story Mode - Episode 4: A Block and a Hard Place","Xbox One",6.3,13,"MEDIO",2015-12-22,"Action Adventure/Adventure/Point-and-Click/Linear","Action Adventure",0,"userscore"
"LEGO Marvel's Avengers","Xbox One",5.9,29,"MEDIO",2016-01-26,"Action Adventure/General","Action Adventure",0,"userscore"
"Tower of Guns","Xbox One",6.1,19,"MEDIO",2015-04-10,"Sci-Fi/Action/Shooter/First-Person/Arcade","Sci-Fi",0,"userscore"
"Just Cause 3","Xbox One",6.8,249,"MEDIO",2015-12-01,"Sci-Fi/Action Adventure/Open-World","Sci-Fi",0,"userscore"
"Tumblestone","Xbox One",5.8,5,"MEDIO",2016-07-16,"Puzzle/Stacking","Puzzle",1,"userscore"
"Factotum 90","Xbox One",5.9,8,"MEDIO",2016-02-10,"Puzzle/Action","Puzzle",1,"userscore"
"Assassin's Creed Rogue Remastered","Xbox One",7.2,41,"MEDIO",2018-03-20,"Action Adventure/Open-World","Action Adventure",0,"userscore"
"Battleborn","Xbox One",7.1,180,"MEDIO",2016-05-03,"Sci-Fi/Action/Shooter/First-Person/Tactical/Arcade","Sci-Fi",0,"userscore"
"Warhammer 40.000: Inquisitor – Martyr","Xbox One",5.5,22,"MEDIO",2018-07-05,"Strategy/Real-Time/General","Strategy",0,"userscore"
"Call of Duty: Advanced Warfare - Supremacy","Xbox One",6.4,13,"MEDIO",2015-06-02,"Action/Shooter/First-Person/Arcade","Action",1,"userscore"
"Lords of the Fallen","Xbox One",6.6,181,"MEDIO",2014-10-28,"Role-Playing/Action RPG/Action RPG","Role-Playing",0,"userscore"
"Fragments of Him","Xbox One",7.3,4,"MEDIO",2016-06-01,"Adventure/Visual Novel","Adventure",1,"userscore"
"Tokyo 42","Xbox One",4.3,8,"BAIXO",2017-05-31,"Action/Shooter/Shoot-'Em-Up/Top-Down","Action",1,"userscore"
"Devil May Cry HD Collection","Xbox One",8.8,84,"ALTO",2018-03-13,"Miscellaneous/Compilation","Miscellaneous",0,"userscore"
"Oceanhorn: Monster of Uncharted Seas","Xbox One",8.2,37,"ALTO",2016-09-07,"Action Adventure/Open-World","Action Adventure",0,"userscore"
"Assassin's Creed: The Ezio Collection","Xbox One",7.8,67,"ALTO",2016-11-15,"Miscellaneous/Compilation","Miscellaneous",0,"userscore"
"AER: Memories of Old","Xbox One",7.1,13,"MEDIO",2017-10-25,"Action Adventure/General/Open-World","Action Adventure",0,"userscore"
"Starpoint Gemini 2","Xbox One",7.1,20,"MEDIO",2015-12-11,"Strategy/Real-Time/General","Strategy",1,"userscore"
"Etherborn","Xbox One",8,9,"ALTO",2019-07-18,"Adventure/3D/First-Person/Third-Person","Adventure",0,"userscore"
"Space Hulk: Tactics","Xbox One",7.7,10,"ALTO",2018-10-09,"Strategy/Turn-Based/Tactics","Strategy",0,"userscore"
"FOX n FORESTS","Xbox One",7.6,11,"ALTO",2018-05-30,"Action/Platformer/2D","Action",0,"userscore"
"Knight Squad","Xbox One",6.8,24,"MEDIO",2015-11-16,"Action/General","Action",1,"userscore"
"Spy Chameleon","Xbox One",6.4,12,"MEDIO",2015-05-22,"Puzzle/Action/General","Puzzle",1,"userscore"
"King's Quest Chapter 2: Rubble Without a Cause","Xbox One",6.3,10,"MEDIO",2015-12-15,"Adventure/General","Adventure",0,"userscore"
"ScreamRide","Xbox One",4.8,226,"BAIXO",2015-03-03,"Simulation/General","Simulation",1,"userscore"
"Marvel's Guardians of the Galaxy - Episode 3: More Than A Feeling","Xbox One",4.9,7,"BAIXO",2017-08-22,"Action/Adventure/General/3D/Third-Person","Action",0,"userscore"
"oOo: Ascension","Xbox One",7.3,9,"MEDIO",2018-05-25,"Action/General","Action",1,"userscore"
"Just Cause 4","Xbox One",5.8,142,"MEDIO",2018-12-04,"Action Adventure/Open-World","Action Adventure",0,"userscore"
"Fable Fortune","Xbox One",6.8,8,"MEDIO",2018-02-22,"Strategy/Turn-Based/Card Battle/Tactics","Strategy",1,"userscore"
"Conarium","Xbox One",5.3,6,"MEDIO",2019-02-12,"Adventure/3D/First-Person","Adventure",0,"userscore"
"Blues and Bullets - Episode 1: The End of Peace","Xbox One",5.4,34,"MEDIO",2015-08-28,"Action Adventure/General/Historic","Action Adventure",1,"userscore"
"Teslapunk","Xbox One",6.6,7,"MEDIO",2015-10-07,"Action/Shooter/Shoot-'Em-Up/Vertical","Action",1,"userscore"
"LEGO Jurassic World","Xbox One",6.8,54,"MEDIO",2015-06-12,"Action Adventure/General","Action Adventure",0,"userscore"
"Bendy and the Ink Machine","Xbox One",7.4,12,"MEDIO",2018-11-20,"Adventure/3D/First-Person","Adventure",0,"userscore"
"Super Monkey Ball: Banana Blitz HD","Xbox One",4.8,11,"BAIXO",2019-10-29,"Miscellaneous/Party / Minigame","Miscellaneous",0,"userscore"
"MXGP 2019","Xbox One",5.5,11,"MEDIO",2019-08-27,"Racing/Arcade/Automobile","Racing",0,"userscore"
"Snooker 19","Xbox One",5.4,7,"MEDIO",2019-04-17,"Sports/Individual/Billiards","Sports",0,"userscore"
"WRC 7","Xbox One",6.6,11,"MEDIO",2017-09-15,"Racing/Simulation/Automobile","Racing",0,"userscore"
"The Assembly","Xbox One",6,4,"MEDIO",2017-01-20,"Miscellaneous/General","Miscellaneous",0,"userscore"
"Blood Bowl 2","Xbox One",7.3,12,"MEDIO",2015-09-22,"Sports/General/Team/Football/Arcade","Sports",0,"userscore"
"Just Dance 2015","Xbox One",7.7,20,"ALTO",2014-10-21,"Action/Miscellaneous/Rhythm/Dancing","Action",0,"userscore"
"Stranger of Sword City","Xbox One",7.3,21,"MEDIO",2016-03-22,"Role-Playing/General","Role-Playing",1,"userscore"
"EA Sports UFC","Xbox One",6.3,163,"MEDIO",2014-06-17,"General/Sports/General/Individual/Combat/Boxing / Martial Arts","General",0,"userscore"
"Graveyard Keeper","Xbox One",4.9,17,"BAIXO",2018-08-15,"Simulation/Action Adventure/Virtual/Open-World/Career","Simulation",1,"userscore"
"Worms Battlegrounds","Xbox One",6.2,40,"MEDIO",2014-05-30,"Strategy/Turn-Based/Wargame/Artillery","Strategy",0,"userscore"
"The Final Station","Xbox One",7,16,"MEDIO",2016-09-02,"Action Adventure/General/Linear","Action Adventure",1,"userscore"
"Below","Xbox One",5.4,63,"MEDIO",2018-12-14,"General/Action/General","General",1,"userscore"
"Tembo the Badass Elephant","Xbox One",7.3,28,"MEDIO",2015-07-21,"Action Adventure/General","Action Adventure",0,"userscore"
"Fe","Xbox One",7.2,29,"MEDIO",2018-02-16,"Action/General","Action",0,"userscore"
"Call of Duty: Ghosts - Devastation","Xbox One",5.8,26,"MEDIO",2014-04-03,"Action/Shooter/First-Person/Modern/Arcade","Action",1,"userscore"
"Vampyr","Xbox One",6.7,138,"MEDIO",2018-06-05,"Role-Playing/General/Action RPG","Role-Playing",0,"userscore"
"ToeJam & Earl: Back in the Groove","Xbox One",5.7,22,"MEDIO",2019-03-01,"Action/General/Platformer/2D","Action",0,"userscore"
"Genesis Alpha One","Xbox One",4,25,"BAIXO",2019-01-29,"Action/Shooter/First-Person/Arcade","Action",0,"userscore"
"Fortified","Xbox One",6.7,7,"MEDIO",2016-02-03,"Action/Shooter/Third-Person/Arcade","Action",1,"userscore"
"Styx: Master of Shadows","Xbox One",7.2,36,"MEDIO",2014-10-08,"Action Adventure/Sci-Fi/General","Action Adventure",0,"userscore"
"Tracks: The Train Set Game","Xbox One",5,9,"MEDIO",2019-11-14,"Strategy/Management/Business / Tycoon","Strategy",1,"userscore"
"Battle Princess Madelyn","Xbox One",6.5,13,"MEDIO",2018-12-06,"Action/Platformer/2D","Action",0,"userscore"
"Thief","Xbox One",6,289,"MEDIO",2014-02-25,"Fantasy/Action Adventure/General/Fantasy","Fantasy",0,"userscore"
"Deadlight: Director's Cut","Xbox One",7.1,19,"MEDIO",2016-06-21,"Action/Platformer/2D","Action",0,"userscore"
"Fruit Ninja Kinect 2","Xbox One",7.1,11,"MEDIO",2015-03-18,"General/Action/Arcade","General",1,"userscore"
"LEGO The Hobbit","Xbox One",6.9,39,"MEDIO",2014-04-08,"Historic/Action Adventure/General/Fantasy","Historic",0,"userscore"
"Guns Gore & Cannoli","Xbox One",7.3,20,"MEDIO",2015-09-25,"Action/Shooter/Third-Person/Modern/Arcade","Action",1,"userscore"
"The Golf Club 2","Xbox One",5.7,13,"MEDIO",2017-06-27,"Sports/Individual/Golf/Arcade","Sports",0,"userscore"
"The Blackout Club","Xbox One",7.1,8,"MEDIO",2019-07-30,"Action Adventure/Survival","Action Adventure",0,"userscore"
"BADLAND: Game of the Year Edition","Xbox One",5.7,13,"MEDIO",2015-05-29,"Action/Action Adventure/Arcade/Linear","Action",1,"userscore"
"Crimsonland","Xbox One",6.8,4,"MEDIO",2015-10-14,"Action/Shooter/Shoot-'Em-Up/Top-Down","Action",0,"userscore"
"The Dark Pictures - Man of Medan","Xbox One",6.4,98,"MEDIO",2019-08-30,"Action Adventure/Survival","Action Adventure",0,"userscore"
"Earth Atlantis","Xbox One",7.4,8,"MEDIO",2018-06-01,"Action/Shooter/Shoot-'Em-Up/Horizontal","Action",1,"userscore"
"ClusterTruck","Xbox One",5.5,19,"MEDIO",2016-10-28,"Action/Platformer/3D","Action",1,"userscore"
"Tom Clancy's The Division - Underground","Xbox One",7.2,19,"MEDIO",2016-06-28,"Action/Shooter/Third-Person/Tactical/Arcade","Action",0,"userscore"
"Sea of Thieves","Xbox One",5.1,1997,"MEDIO",2018-03-20,"Role-Playing/Action Adventure/Massively Multiplayer/Open-World","Role-Playing",1,"userscore"
"The Spectrum Retreat","Xbox One",6.3,6,"MEDIO",2018-07-13,"Adventure/3D/First-Person","Adventure",0,"userscore"
"Aftercharge","Xbox One",5.5,8,"MEDIO",2019-01-10,"Action/Shooter/First-Person/Tactical","Action",1,"userscore"
"The Occupation","Xbox One",4.8,6,"BAIXO",2019-03-05,"Adventure/3D/First-Person","Adventure",0,"userscore"
"Blacksad: Under the Skin","Xbox One",5.9,11,"MEDIO",2019-11-05,"Adventure/3D/First-Person","Adventure",0,"userscore"
"Dead or Alive 5 Last Round","Xbox One",6.9,45,"MEDIO",2015-02-17,"Action/Fighting/3D","Action",0,"userscore"
"The Crew 2","Xbox One",5.1,80,"MEDIO",2018-06-26,"Racing/Simulation/Automobile","Racing",0,"userscore"
"Resident Evil 0: HD Remaster","Xbox One",7.8,69,"ALTO",2016-01-19,"Action Adventure/Survival","Action Adventure",0,"userscore"
"My Memory of Us","Xbox One",5.3,4,"MEDIO",2018-10-10,"Action/Platformer/2D","Action",0,"userscore"
"LEGO Worlds","Xbox One",6.5,37,"MEDIO",2017-03-07,"Action Adventure/Sandbox","Action Adventure",0,"userscore"
"The LEGO Movie Videogame","Xbox One",6.8,58,"MEDIO",2014-02-07,"Action Adventure/Fantasy/General/Fantasy","Action Adventure",0,"userscore"
"GRIP: Combat Racing","Xbox One",5.4,19,"MEDIO",2018-11-06,"Racing/Arcade/Automobile","Racing",0,"userscore"
"Danger Zone 2","Xbox One",6,5,"MEDIO",2018-07-10,"Racing/Arcade/Automobile","Racing",0,"userscore"
"Darksiders III","Xbox One",7.1,137,"MEDIO",2018-11-27,"Action Adventure/Open-World","Action Adventure",0,"userscore"
"Felix the Reaper","Xbox One",7.1,17,"MEDIO",2019-10-17,"Adventure/General","Adventure",1,"userscore"
"Monster Energy Supercross - The Official Videogame","Xbox One",7.6,13,"ALTO",2018-02-13,"Racing/Arcade/Automobile","Racing",0,"userscore"
"WWE 2K17","Xbox One",4.9,47,"BAIXO",2016-10-11,"Sports/Individual/Combat/Wrestling","Sports",0,"userscore"
"Wolfenstein: Youngblood","Xbox One",2.3,206,"BAIXO",2019-07-26,"Action/Shooter/First-Person/Arcade","Action",0,"userscore"
"Warriors Orochi 4","Xbox One",6.8,8,"MEDIO",2018-10-16,"Action/Beat-'Em-Up/3D","Action",0,"userscore"
"Rush: A Disney / Pixar Adventure","Xbox One",5.3,12,"MEDIO",2017-10-31,"Miscellaneous/Adventure/General/Party / Minigame","Miscellaneous",1,"userscore"
"The Technomancer","Xbox One",7.1,69,"MEDIO",2016-06-28,"Role-Playing/General/Western-Style","Role-Playing",0,"userscore"
"Zoo Tycoon","Xbox One",3.2,323,"BAIXO",2013-11-22,"Tycoon/Strategy/Management/Tycoon/Business / Tycoon","Tycoon",1,"userscore"
"Black The Fall","Xbox One",6.5,10,"MEDIO",2017-07-11,"Action/General","Action",0,"userscore"
"Heart&Slash","Xbox One",7.4,5,"MEDIO",2016-06-24,"Action/General","Action",0,"userscore"
"Remothered: Tormented Fathers","Xbox One",7.8,37,"ALTO",2018-07-25,"Action Adventure/Survival","Action Adventure",0,"userscore"
"Valley","Xbox One",7.7,17,"ALTO",2016-08-23,"Action Adventure/Open-World","Action Adventure",0,"userscore"
"In Between","Xbox One",7,8,"MEDIO",2016-06-08,"Action/Platformer/2D","Action",1,"userscore"
"Ghostbusters: The Video Game Remastered","Xbox One",6.3,13,"MEDIO",2019-10-04,"Action/General","Action",0,"userscore"
"Way of the Passive Fist","Xbox One",7.7,6,"ALTO",2018-03-07,"Action/Beat-'Em-Up/2D","Action",1,"userscore"
"Kingdom Come: Deliverance","Xbox One",7.5,301,"ALTO",2018-02-13,"Historic/Role-Playing/Action Adventure/General/Action RPG","Historic",0,"userscore"
"Dear Esther: Landmark Edition","Xbox One",4.7,17,"BAIXO",2016-09-20,"Adventure/3D/First-Person","Adventure",0,"userscore"
"American Fugitive","Xbox One",6.3,7,"MEDIO",2019-05-24,"Action Adventure/Sandbox/Open-World","Action Adventure",0,"userscore"
"NASCAR Heat 3","Xbox One",7.3,8,"MEDIO",2018-09-07,"Racing/Simulation/Automobile","Racing",0,"userscore"
"LEVEL 22: Gary's Misadventures","Xbox One",7.1,9,"MEDIO",2016-01-29,"Action/General","Action",1,"userscore"
"Pure Pool","Xbox One",6.9,8,"MEDIO",2014-11-14,"Alternative/Other/Sports/Miscellaneous/Parlor/Individual/Billiards","Alternative",0,"userscore"
"WRC 6: World Rally Championship","Xbox One",5.2,12,"MEDIO",2016-10-07,"Racing/Simulation/Automobile","Racing",0,"userscore"
